reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
be15b648-975c-4b28-9639-18fbb19cfe2d,Akbar Volandra,https://play-lh.googleusercontent.com/a-/ALV-UjWvoy0QGbD3_Bbf3ZGOTn7ekAiAZXk2AVi-EOkdjbHbVpSqtEgd,"Gaada notif, bisa diperbaiki absen saya 5 alpha gara gara tidak ad notif padahal sudah saya aktifkan notif di pengaturan",1,1,,2025-03-04 08:14:21,,,
e1155bbb-6275-46b3-829a-ab217d92ed91,Muhammad Andra Dzaki,https://play-lh.googleusercontent.com/a-/ALV-UjXfvBxuytPSw-5drN4maM4U0xYRk_NLnkzAL0H9gkWU9Ea4USyu,Tolong dibuat agar bisa mengatur dark mode atau tidak,5,0,3.3.9,2025-03-01 08:33:19,,,3.3.9
09c24d58-1ccc-4800-be24-16c733fea56b,Angger Hasif Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjU-4OryIY87f0o9vJVzArYVLh15Cc4qG0gtfdkrKyypOBe5fPtnjQ,Mohon maaf sebelumnya saya mau Log In tapi tidak bisa karena ada permasalahan padahal sudah ganti password tapi tetap tidak bisa masuk. Saya gak bisa absen kalo seperti ini caranya. Tolong perbaiki segera pelayanannya ya,1,0,3.0.17,2025-02-09 16:19:11,,,3.0.17
97ace1ea-7431-4ff3-a4f6-c5002a8f4e96,Lasya Nurfitri,https://play-lh.googleusercontent.com/a/ACg8ocIdAlFSMa524zMMsN4mb2P56-8DxiVxXcDrcnhWVzboatHOhw=mo,"gabisa login sama sekali, udah ikutin solusi dari help desk nya tapi tetep aja...",1,1,,2025-01-20 18:29:37,,,
6ba80f61-25e3-46df-9166-1cfc194eb6db,irsa nugraha,https://play-lh.googleusercontent.com/a-/ALV-UjW_mxEF5upR_5VN4Rw3mbvk8s2mKO9adABaNg7iVj8eXP-xbvbh,aplikasi lawak,1,0,3.3.9,2025-01-03 08:04:21,,,3.3.9
0bdd56f1-bd9f-4278-bc59-9b8486cb03f1,Samiya Padmarini,https://play-lh.googleusercontent.com/a-/ALV-UjWHy--5lU0_i-MbKKT351zYrd62RKG1hsk-dy7aaycz8ISkV38z,lag trs,1,0,3.0.17,2024-12-09 13:24:00,,,3.0.17
2b39970a-14d1-49b6-ad24-864d47778c58,Rizkia Salsabila,https://play-lh.googleusercontent.com/a/ACg8ocLnlUlvFGbguhHYA1h-oRaB_hN_RTall2D8DNByfaOUlCihKA=mo,"Setelah update tambah lemot, bahkan mau masuk laman login saja tidak bisa cuma blank putih saja. Jadi banyak absen yang alpha. Tolong segera diperbaiki ya min",1,3,3.3.8,2024-11-21 16:34:35,,,3.3.8
21056b7b-34c9-4650-ad4b-cc235bc346fa,FaridHidayat 95,https://play-lh.googleusercontent.com/a-/ALV-UjUZHgtJ4reb-c9T0HkfB9hdk-G7DP_5DZYUWdqL-wEQwU2YP_sJ,Setelah update jadi lemot. Sekali masuk sebentar sering force close,5,20,3.3.8,2024-10-31 17:51:27,,,3.3.8
fab6a722-19b6-4d88-94fe-f55c9ae5262d,Ghaitsa Al Ghazali,https://play-lh.googleusercontent.com/a/ACg8ocIivbSa5jed67LifrbS0u3veeCG4hSlOfcUmF-LXjR7c9O7a8c=mo,"Tolong diperbaiki lagi sistem nya, setiap ada yang mau absen ada saja kendala yang dihadapi mahasiswa seperti aplikasinya eror. Mohon ditingkatkan lagi supaya mahasiswa kedepannya dapat lebih mudah untuk menggunakannya secara efisien dan hemat waktu.",1,45,3.3.8,2024-10-29 11:30:17,,,3.3.8
c02ca224-a141-4744-938e-405ccc2fd96a,03_Yuan Sidiq Finanda,https://play-lh.googleusercontent.com/a-/ALV-UjXIVCkHJfo2LEZ_2D-o0MDiPBSthzhkXL5U4_OeZ2EeBF0DVIU,Tolong dong diperbaiki setiap mau login gapura gabisa langsung masuk terus terusan error gimana mau absennya kalau gitu taku keseringan telat absen. Minta tolong segera diperbaiki saya merasa sangat kecewa dengan pembaruan sekarang,3,11,,2024-10-25 10:58:40,,,
9b4227c5-cb2a-42ea-a879-e1fef0234df5,Videlis Prabinuel Abi,https://play-lh.googleusercontent.com/a-/ALV-UjX2_T2MnzkqTdujkbPmDGzPgds8TdwcwCB8mvsSDvDmmCk2qBDR,DIUPDATE TOLONG!,1,0,3.3.8,2024-10-17 12:23:49,,,3.3.8
a6f9e543-9b8b-4bc8-aef3-fdbfea7a231b,Liiiaaa,https://play-lh.googleusercontent.com/a-/ALV-UjU8Bz7RwQ9ftZzc-gGUyGxALlkX_bHB5W5F2cQq1rALcRlqB6h0,Ga ada notif lagi sejak masuk semester 3. Jadi sering bgt kelewat absensi :(. Tolong dong diperbaiki. Makasih,4,1,,2024-10-06 17:43:04,,,
ac29f45a-654f-4007-8f4c-6ffcf348545e,Ganda,https://play-lh.googleusercontent.com/a/ACg8ocKoXG2_PZm9sXarl6WZwwQkVUKu8oFNeWnPxr1xHxFDWnOYi6I=mo,"aplikasi bermasalah, tiap masuk aplikasi harus login dulu, tidak ada notifikasi presensi dan loading stuck di survey kesehatan berujung alpa beberapa kali. resikonya tidak dapat memenuhi kuota absensi minimal padahal bermasalah di aplikasi dan web",1,10,3.3.8,2024-10-01 22:07:46,,,3.3.8
02c3dd5b-57ab-4c83-a585-dc3b5cc5f182,Syafrial Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjW_T7vOuqEF8gmMl-vjENW1kg1dx_PWPUNMr2pdPdceaC5s7fWt,"TOLONG DIPERBAIKI UNTUK FITUR NOTIFIKASI, BEBERAPA KALI NOTIFIKASI PRESENSI TIDAK KELUAR. TERIMA KASIH",1,0,3.3.8,2024-09-27 15:45:20,,,3.3.8
67e909b0-9a95-4aba-9d37-1efd1b30d4ca,Yusuf Hanafi,https://play-lh.googleusercontent.com/a/ACg8ocJU6II4WcLo_fbsVjeIqh5yUeNrfUN8NbItliMJiNGV7UVXtw=mo,"tolong dibener in, eror terus",1,1,,2024-09-27 08:55:53,,,
1db35456-8bf9-41da-8948-e896e033fb3b,Zein Baihaqi,https://play-lh.googleusercontent.com/a-/ALV-UjU26ugxjmIlJQZ71cUbLSEUvZlCQcaOsMhIL0UuL3FXO2OLcw,Sangat membantu,5,0,3.3.8,2024-09-26 06:25:33,,,3.3.8
70ae32ad-83c8-47a5-9c3f-76ba1b222365,Rafi Mahendra,https://play-lh.googleusercontent.com/a-/ALV-UjXkPOV6qF0OGJ4IozBqBJbrSL0CI7sKTQt8LihMv6yheW1qScAi,semangat belajar wahai Brawijaya Muda!,5,0,3.3.8,2024-08-30 10:50:55,,,3.3.8
859832de-4517-42dc-8a8c-5279a5a024da,M Yunus Roikhan R,https://play-lh.googleusercontent.com/a-/ALV-UjVoAva16_QKf-9zpva2lprvjwGIfgZ3-8__rly7K7j-188kkQDo,"Membantu lebih mudah, hanya saja setiap masuk harus login lagi 🙂",5,6,3.3.7,2024-08-03 12:20:02,,,3.3.7
7b37c746-2e5e-4295-8964-b9b0c830016f,Yovan Faihza,https://play-lh.googleusercontent.com/a-/ALV-UjXpzAHzk7gTvCI4g2cJrlhK9QItwwpXdELRLycBODb03DuZ9e2E,"Kebanyakan disuruh login dan sekarang kalau ada absen tidak ada notifikasi, jadi sering alpha. Tolong untuk segera diperbaiki 🙏",1,19,3.3.3,2024-06-27 13:58:45,,,3.3.3
5efae898-eb99-42fd-a266-5824cf0b6266,Silvia Apriliana,https://play-lh.googleusercontent.com/a-/ALV-UjXPh1kP3CwieDfFzveZ--h-QpDSz_QrgjZY8DGbadlh-N0vD8g,"kebanyakan disuruh login, semenjak ada pembaharuan jadi ngga ada notifikasi dan bikin presensi jadi alpha karena tidak ada notifikasi pemberitahuan",1,20,3.3.3,2024-06-11 12:36:01,,,3.3.3
ce77761b-7dc5-4114-9c80-b75f03ab2601,Aizurahma Zaikir Narilla,https://play-lh.googleusercontent.com/a-/ALV-UjU8d5um1mnTSzN3IwohYOuTq_S8oxBQyqPtMMrA41rjafAiSD-A,"kenapa sekarang enggak ada notifikasi setiap absen? jadinya suka telat absen, berakhir alpha. tolong dong diperbaiki",3,32,3.3.2,2024-06-04 19:15:53,,,3.3.2
eab0e392-9ec8-4b23-bcef-0de17b565bc5,TIMMYS,https://play-lh.googleusercontent.com/a-/ALV-UjU-H3k3_FmeaEwVk4ybiM40FIgdnnzg45pN1q8rdH8xg6JIm9Zb,TETAP MENYALA UB-KUHH!!,5,0,3.2.2,2024-05-08 00:12:08,,,3.2.2
95e38993-b499-4e7b-9ea9-b6ad7aeb4199,Urzaiz Aly B,https://play-lh.googleusercontent.com/a-/ALV-UjWI5rqeKNi_i4onvtHtrKv8fNJbZZW2m6bizzNvL-7P3Wbu7L6Weg,"Bug login, gatau lagi dah gapura ub, apalagi kudu survey",2,2,3.2.0,2024-04-16 07:52:34,,,3.2.0
82b7b0fe-e803-416d-8362-e1843f793ae4,Muhammad Febri Andrean Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjVgZ9zQRqZ-Tv0w6US40WB-mu-yxcXqWUAxaNmO8CgVHmn285E34Q,Bug login berulang,2,1,,2024-03-20 21:06:09,,,
c86a4c9e-a5d6-43e7-aa7f-1dfb512ff369,Septa Nova,https://play-lh.googleusercontent.com/a-/ALV-UjX1Yl7zwvIpPtWyPPR1jLZv6MTZelS_fbEye1wE4Trq_lemwnQJ,Survei kesehatan tolong ditiadakan admin,3,1,3.1.7,2024-03-13 09:51:37,,,3.1.7
1a577ede-2867-434b-9ac0-ccc67478e633,hazat putra rahman,https://play-lh.googleusercontent.com/a-/ALV-UjWaKWxD-Jq5YJaFqaszlw3otb7uKkzuI93fB2k85UVA_iudFhc,"Tolong di perbaiki aplikasi nya min kenapa tau"" sering lock out sendiri, stiap masuk gapura bolak balik login",1,5,3.1.5,2024-03-12 20:35:01,,,3.1.5
7395c13f-18c5-40ee-acc9-26470fcd526b,dian hermawan,https://play-lh.googleusercontent.com/a/ACg8ocJIKEfMhi_LYP_P65hbPawuYO93LfHiNGfkBME73JVMoPu1WA=mo,Setelah update malah sulit masuk,1,2,3.1.4,2024-03-06 17:34:00,,,3.1.4
597aa148-2030-4ba7-bd51-b117d94151ba,Irfan Rusdi,https://play-lh.googleusercontent.com/a/ACg8ocK7L4UxvOLjHmRI9PasA0Pjmbk8-S0s4SHvde7oSE9QL6eTmg=mo,Sangat bagus dan lemod sekali gapuro ub buat absen,5,2,3.1.4,2024-03-06 08:04:31,,,3.1.4
915320df-168a-4bc7-a43b-0dbee6f90b0e,soegeng ub,https://play-lh.googleusercontent.com/a/ACg8ocLBmXd1NAaY3-T2HK-FgaQJVmKMnVkpM1W2vL61oPlyFpMzUA=mo,Info-info yang membangun ke depannya lebih baik,5,0,3.0.6,2024-01-14 05:49:05,,,3.0.6
d87d3d5d-6626-4aad-bc13-76ce0b7f203a,Thoriqul Aziz Alfahri HS,https://play-lh.googleusercontent.com/a-/ALV-UjVrUEfL_xdwo2q8_FXXngGfKOtMLlziNxlEz-6SHtr69lBVgtvVQA,"pasword tidak singkron sama dengan pasword di siam, ribet, gk efektif",1,0,3.0.17,2023-12-19 00:23:40,,,3.0.17
c718ed22-5d48-4681-8924-72cea0b246f3,Fadhil Hamdani,https://play-lh.googleusercontent.com/a-/ALV-UjWbMYLU3e5Tcs08ZYVGCptYkl72aDwMl02AR8hkw21J9avi5EtT,Sebaiknya Proses Login dilakukan 1 kali saja bukan setiap membuka aplikasi dan survey kesehatan sebaiknya dihilangkan,3,2,3.0.17,2023-11-17 12:35:29,,,3.0.17
8f037e17-9a4c-43af-b176-8fbee0f890d5,Zefanya Siahaan,https://play-lh.googleusercontent.com/a-/ALV-UjVXC4hNwRexhz2UbwKyH6PcU2PjN2V9omyAxRS6J8tN845Mw9jW,"Mohon dipertimbangkan. Tolonglah notifikasi nya lebih real time trus ada suaranya gitu, biar ketahuan. biar ga kelewat terus absensi. Terus kalau lewat absensi diberi fitur banding sayang banget kelewat absen mulu.",5,46,,2023-11-16 16:37:04,,,
403a5b6c-4dfb-4b2e-9515-a13d6a73b5e7,Charish Malik,https://play-lh.googleusercontent.com/a-/ALV-UjVIfjUPKZiyGp17n3VZsGwRSDRlEdWqWiLSa5JYW0quuqw32sy2,1. tiap masuk harus login 2. notif ga masuk 3. Survey kesehatan bikin lama 4. Bug server kadang ga bisa masuk sama sekali,1,9,3.0.17,2023-10-31 15:29:26,,,3.0.17
cd8269fc-5a81-4b06-a6a5-07f25eaf33bb,M A S,https://play-lh.googleusercontent.com/a/ACg8ocJ2Lep6O5qSPEj511l7-BsAfaetF-OF6nCBsYNo7TuDakgUEJAj=mo,Baik,5,0,3.0.15,2023-10-15 00:51:51,,,3.0.15
0979e843-b324-4b60-8fe1-a203ddca5cc6,Bariq Zaky,https://play-lh.googleusercontent.com/a/ACg8ocIIegzYH8Viy6tJQQwALqELWo0pRvrWPa668UTMtEIkmTEIpQ=mo,"di update malah bug, jadi alpha deh, nah trus juga masa setiap masuk gapura harus login lagi sih aneh, buang2 waktu. di bikin sekali login aja lah biar enak, sama bug nya tuh di ilangin, tolong setiap update minimal ada bug yang berkurang lah,",1,35,3.0.12,2023-10-06 09:13:24,,,3.0.12
1347145d-616f-4f7f-816a-1ce10721a5b3,Anshar Ops. Private,https://play-lh.googleusercontent.com/a-/ALV-UjW8BO_tvUv3d38ZeeHQoJajBp2l7lrtkikoMUBcOD6Qs6hymEJh,"Kalo update jangan hari kerja laaa, absen dosen cuman dibuka 3 menit doang login kaga bisa jadinya alpha. Belum gitu harus repot bgt harus berkali kali login dalam sehari.",1,3,3.0.12,2023-10-06 08:23:12,,,3.0.12
bde86b7d-82b4-438b-af29-d41b2ac60b1c,Rossa Ihza Tristanti,https://play-lh.googleusercontent.com/a-/ALV-UjVV2LRcogwIfg9CRnOrqLclMfumcWm-GrIkBqwsRtFZZxKm-rf4,Eror terus. Absen tidak muncul. Jadinya alpha,1,0,3.0.10,2023-09-11 09:17:19,,,3.0.10
00c49a33-85fb-4fec-8c10-754cc9f1995f,yolanda nawal,https://play-lh.googleusercontent.com/a/ACg8ocLe_-e6QUL_MxrOS0n8tjL-ionhNo5TXtVp24nbkYkU_Gwi-g=mo,"sering terkendala saat login, padahal email sama pass udah bener tapi gatau kenapa gagal terus.",3,0,,2023-08-25 14:27:07,,,
1ce15726-a798-4f12-892a-40b557515956,karita nuralis tasya,https://play-lh.googleusercontent.com/a-/ALV-UjXuVLM6MvGDqpA_wlNUws0va42TG7494UM2wIBY93k_OjxI3vXzNg,"Repot banget,pas waktu absen error,jadi telat dan di alpha😦",1,8,3.0.10,2023-08-15 14:16:26,,,3.0.10
4dc74e89-7532-4a0e-a119-1422811b2b17,Sanhani Fathirul Fajar,https://play-lh.googleusercontent.com/a-/ALV-UjUd7sdl4Ej7yQ0lOawz37yQO5GP1AoRGBTliuEVb7exqstjGAJG,"Tidak bisa login , padahal dari sistem sudah support ,email sudah benar , password sudah Gonta ganti tetep tidak bisa",1,3,,2023-08-11 11:58:04,,,
381baed4-0498-48e6-97c6-9b1dcd1b4b3b,Zidan Fiqri,https://play-lh.googleusercontent.com/a-/ALV-UjWMmcw5Yp00cze5CWvJE_l80gRUna2-oAxlBng7Xiv11qGzJp5k,"Sering Error, keluar sendiri, logout sendiri, maintenancenya juga lambat",1,0,3.0.8,2023-07-03 11:59:18,,,3.0.8
dc3ca290-666d-49b2-9b97-64f84924fed1,Yusaq Dwi Firmansyah,https://play-lh.googleusercontent.com/a-/ALV-UjWMCzcqb9JotcUJpICiDwNoQeanuEeNftKif9D1W0knxq9otqE,Tiap masuk disuruh login dulu,1,0,3.0.6,2023-06-24 10:40:48,,,3.0.6
419b00f1-bffd-4082-8888-7ee0e4fa325a,Timbul Sagala,https://play-lh.googleusercontent.com/a-/ALV-UjUITyg3hzvzeFn39EExWnszw5chTCL5AEFq63zp-WESVJ2vIKHN,"Loading terus, udah pake wifi kecepatan nasa juga tetap loading",1,1,3.0.6,2023-05-25 13:49:45,,,3.0.6
b85f6122-06b4-4b5d-ae08-c280b05ec0d0,Tang San,https://play-lh.googleusercontent.com/a-/ALV-UjVa7xTNFq9Ds0HvUlpUoktf1zYVRzQliM-tGrkA8sbvN1ibyvph,"Udh update yg verse terbaru tetap ga berubah,saya seringkali kelewatan presensi karna gapura nya loading terus bolak balik login sama aja,padahal buka aplikasi lain lancar aja",1,8,3.0.5,2023-05-15 12:53:46,,,3.0.5
0835c761-f015-4d8d-a817-2bae7754d782,oktaaa,https://play-lh.googleusercontent.com/a-/ALV-UjW4AOKFxvcFJST_0UPHltx210dR6TdO0nxeaS7xiPx4c4PKTvAh,connection time out mulu,1,0,3.0.5,2023-05-13 12:00:44,,,3.0.5
0fd1dc4f-c8cf-45f5-9025-9a3814e23d11,23_ZakyWafi Firmansyah,https://play-lh.googleusercontent.com/a-/ALV-UjURwn8xMImIa8KB3wfdbW-oFTwk1CA6Gi9O_6px1cyp8PYsDmyT,Saya Sudah Pencet Hadir (luring). Besoknya saya liat malah Alpha. Padahal absennya jauh dari deadline. Sepertinya ada bug🤔,1,3,3.0.1,2023-03-27 17:02:49,,,3.0.1
24ef9540-05c1-49f6-aa82-a7dda80da481,fidia F'D,https://play-lh.googleusercontent.com/a-/ALV-UjVIe4A2ZZJVweO2XTFxjE-dLf7vHVEGd-C0w8aDtg6_YuYMRqE,👍🏻,5,0,2.0.39,2023-01-15 17:03:08,,,2.0.39
97a6b0e6-d1a0-46d6-bd09-1a1fb6348794,Elisa Napitupulu,https://play-lh.googleusercontent.com/a-/ALV-UjUCgCDpQZ7M_om-ev9Hpf6dQAW2qI7fvxU4_bjrZj8D5Pxg79k,"Padahal password bener, tp ga bs login,",1,1,,2023-01-03 09:18:13,,,
350976b1-1c74-49fc-8515-f571f035753b,f err,https://play-lh.googleusercontent.com/a/ACg8ocIs-_zjem7Gb9Qhe5RWyk7zgcyhbvZ9QfWGDMl9coBis-RFgw=mo,"Saya alpha 3 kali krn aplikasi ngelag, kenapa sih masih perlu absensi online? Belajar sudah luring, dan juga sudah ada absensi dikelas, menurut saya kalau sudah ada absensi dikelas, tidak perlu lagi absensi di ub",1,3,3.0.1,2022-12-17 16:51:35,,,3.0.1
bd952a9f-78f6-4b42-829b-0bd15894ed3a,G Tiga,https://play-lh.googleusercontent.com/a/ACg8ocLZMOS5UYaDCUJWemULnCGPkSBUzuHmo_zR4D3pzQBLCmYLgA=mo,Aplikasi banyak bug,1,0,,2022-12-11 19:53:23,,,
a1facbc4-0717-4e97-b1d1-2dfd54a07759,Muhammad Adam Reyhan Firnanda,https://play-lh.googleusercontent.com/a-/ALV-UjW6VfW_ADrgIM6bs1iS6fRBd2jIvAzvKKp6FwQ1QPEiZWVKd_ipaw,"Proses login sangat susah, sedangkan terdapat beberapa matakuliah yang diharuskan untuk absesnsi di aplikasi gapura, akhirnya absensi terisi alpha padahal saya mengikuti kelas dari awal sampai akhir, sangat menyusahkan.",1,4,3.0.1,2022-12-08 15:44:55,,,3.0.1
8e133fe7-7b56-4968-b949-4cc1ac3731b4,Safira Qurroru Aini,https://play-lh.googleusercontent.com/a/ACg8ocKZA2xT0mKERqVsD7_CHh_6uP3eQIu2OGvd64fBs0ZIW76c=mo,"Bikin kesell, masa masuk nggak bisa2 padahal lewat google siam sama gapura bisaa, berarti passwordnya kan benerr error nihh emangg, percuma download",1,0,3.0.1,2022-11-02 15:52:17,,,3.0.1
a0a0522e-d49d-4ab1-add7-772ddeeecafc,Wahyu Eko Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-UjU8XGf2H__MK2iPLPo_CaM0u9jeRRLWbF5usIr0zCbt0DFV4UxzZw,"Sudah ganti pasword di siam, tapi di gapura kalau login harus tetap pakek pasword lama",2,3,3.0.1,2022-10-03 12:40:38,,,3.0.1
1d3791a6-3ff6-4be1-a35c-10152a19ab2e,O_Surya Dwi Robbil Amin,https://play-lh.googleusercontent.com/a-/ALV-UjXS8b26R1GNkvSDyqF0wPrfc3Txopq3rQYI_udzucaDSi_7Cl-H,Yooo,5,0,3.0.1,2022-09-29 04:24:03,,,3.0.1
f6d00a10-5a2f-4204-a453-f24ab8a908e4,Almas Ilham Handaru,https://play-lh.googleusercontent.com/a-/ALV-UjU1A_3rkZltw_lgT10dILaO0kcUwtP_HssUzQsDaNr8Nblt5I5y,Gaada notif kalau absen :),2,0,3.0.1,2022-09-12 17:53:39,,,3.0.1
2a0e0d88-4200-45ed-9833-a5ab068e9b08,Daniel Juniro,https://play-lh.googleusercontent.com/a-/ALV-UjXzEjGUc2s6QOkh9btVLLh_MnmVwrh48pOwcZBYtztL9GGMlCs,"Masi terdapat bug saat kita login di iam.ub.ac.id, aplikasi tidak mau masuk dan malah kembali ke Awal aplikasi",2,5,3.0.1,2022-09-07 19:12:44,,,3.0.1
e80c5946-68e9-45ce-bf25-ad481270424a,Muhammad Rafly Adhi Nugroho,https://play-lh.googleusercontent.com/a/ACg8ocKoMxH48VZYIK8yIydhquLsOH9kKz4WvwEiK98pruUW9Rk65GCG=mo,Semenjak ada survey kesehatan di tab presensi online jadi lama loadingnya,5,4,3.0.1,2022-08-23 13:33:01,,,3.0.1
ce77e12d-9c1a-4733-9857-6f6844bccd12,Della Akhidatul Izzah,https://play-lh.googleusercontent.com/a-/ALV-UjUK-b6y7K-n5KMI0j9NC9OvchYvXPaumaipgiKNXwhR8-HAukDz,Aplikasi sering crash dan logout sendiri,3,0,2.0.45,2022-08-22 13:06:13,,,2.0.45
7a5b5209-0e97-48ab-bbec-80dcec209999,Arif Khoirudin,https://play-lh.googleusercontent.com/a-/ALV-UjXEre4b0564lG-VdH3vGvuXscHpYld0YIy4GLUcueWHvg-V86to,utama,5,0,3.0.1,2022-08-10 08:17:03,,,3.0.1
a271da7f-336e-4d98-b1a8-72b21b427a79,M Arif Kamal,https://play-lh.googleusercontent.com/a-/ALV-UjV6O6Ws8KQ9uCWmYVo5WIGiMOa-JUi6XqQpommWoXEJPmpaqCg,Susah check-in.,1,1,,2022-08-04 08:17:34,,,
55a3a82c-a42d-4a5a-b4d4-5ae8d0fdca6e,Erik Santoso,https://play-lh.googleusercontent.com/a-/ALV-UjVzPeuKoUgu9BjPpkhukiJg0CihgqjGtmq-EZ_RUFBaIUxHEHI,tolonglah fitur stay logged ini diadain biar mempermudah buat masuk,2,1,3.0.0,2022-07-20 16:39:50,,,3.0.0
c305abb1-e683-46c0-ad3d-6eca68879776,Hendro Gunarto,https://play-lh.googleusercontent.com/a-/ALV-UjUKEKWT40JWAfWBbXfRNNr2QHKAO2rlZioL9nER14xiisDrGz5K,Bagus,5,0,,2022-06-22 13:39:59,,,
90c42328-bccc-47da-a3c6-6d8854354ab7,Shofwan Shofw,https://play-lh.googleusercontent.com/a-/ALV-UjWcshx67zC0ay7ImwxlENh7xs9lAsvGgZUehYZOkJabUC_dEJo,Top,5,0,3.0.0,2022-06-22 00:34:20,,,3.0.0
