reviewId,content,score,at,sentiment,cleaned,stemming
fab6a722-19b6-4d88-94fe-f55c9ae5262d,"Tolong diperbaiki lagi sistem nya, setiap ada yang mau absen ada saja kendala yang dihadapi mahasiswa seperti aplikasinya eror. Mohon ditingkatkan lagi supaya mahasiswa kedepannya dapat lebih mudah untuk menggunakannya secara efisien dan hemat waktu.",1,2024-10-29 11:30:17,negatif,tolong diperbaiki lagi sistem nya setiap ada yang mau absen ada saja kendala yang dihadapi mahasiswa seperti aplikasinya eror mohon ditingkatkan lagi supaya mahasiswa kedepannya dapat lebih mudah untuk menggunakannya secara efisien dan hemat waktu,baik sistem nya mau absen ada saja kendala hadap mahasiswa aplikasi eror mohon tingkat supaya mahasiswa depan lebih mudah guna efisien hemat waktu
c02ca224-a141-4744-938e-405ccc2fd96a,Tolong dong diperbaiki setiap mau login gapura gabisa langsung masuk terus terusan error gimana mau absennya kalau gitu taku keseringan telat absen. Minta tolong segera diperbaiki saya merasa sangat kecewa dengan pembaruan sekarang,3,2024-10-25 10:58:40,negatif,tolong dong diperbaiki setiap mau login gapura gabisa langsung masuk terus terusan error gimana mau absennya kalau gitu taku keseringan telat absen minta tolong segera diperbaiki saya merasa sangat kecewa dengan pembaruan sekarang,dong baik mau login gapura gabisa langsung masuk terus terus error gimana mau absen kalau gitu taku sering telat absen minta segera baik rasa sangat kecewa baru sekarang
9b4227c5-cb2a-42ea-a879-e1fef0234df5,DIUPDATE TOLONG!,1,2024-10-17 12:23:49,netral,diupdate tolong,diupdate
a6f9e543-9b8b-4bc8-aef3-fdbfea7a231b,Ga ada notif lagi sejak masuk semester 3. Jadi sering bgt kelewat absensi :(. Tolong dong diperbaiki. Makasih,4,2024-10-06 17:43:04,negatif,ga ada notif lagi sejak masuk semester jadi sering bgt kelewat absensi tolong dong diperbaiki makasih,ga notif sejak masuk semester jadi sering bgt lewat absensi dong baik makasih
ac29f45a-654f-4007-8f4c-6ffcf348545e,"aplikasi bermasalah, tiap masuk aplikasi harus login dulu, tidak ada notifikasi presensi dan loading stuck di survey kesehatan berujung alpa beberapa kali. resikonya tidak dapat memenuhi kuota absensi minimal padahal bermasalah di aplikasi dan web",1,2024-10-01 22:07:46,negatif,aplikasi bermasalah tiap masuk aplikasi harus login dulu tidak ada notifikasi presensi dan loading stuck di survey kesehatan berujung alpa beberapa kali resikonya tidak dapat memenuhi kuota absensi minimal padahal bermasalah di aplikasi dan web,aplikasi masalah tiap masuk aplikasi login dulu ada notifikasi presensi loading stuck survey sehat ujung alpa beberapa kali resiko dapat penuh kuota absensi minimal padahal masalah aplikasi web
02c3dd5b-57ab-4c83-a585-dc3b5cc5f182,"TOLONG DIPERBAIKI UNTUK FITUR NOTIFIKASI, BEBERAPA KALI NOTIFIKASI PRESENSI TIDAK KELUAR. TERIMA KASIH",1,2024-09-27 15:45:20,negatif,tolong diperbaiki untuk fitur notifikasi beberapa kali notifikasi presensi tidak keluar terima kasih,baik fitur notifikasi beberapa kali notifikasi presensi keluar terima kasih
67e909b0-9a95-4aba-9d37-1efd1b30d4ca,"tolong dibener in, eror terus",1,2024-09-27 08:55:53,negatif,tolong dibener in eror terus,dibener in eror terus
1db35456-8bf9-41da-8948-e896e033fb3b,Sangat membantu,5,2024-09-26 06:25:33,positif,sangat membantu,sangat bantu
70ae32ad-83c8-47a5-9c3f-76ba1b222365,semangat belajar wahai Brawijaya Muda!,5,2024-08-30 10:50:55,positif,semangat belajar wahai brawijaya muda,semangat ajar wahai brawijaya muda
859832de-4517-42dc-8a8c-5279a5a024da,"Membantu lebih mudah, hanya saja setiap masuk harus login lagi 🙂",5,2024-08-03 12:20:02,netral,membantu lebih mudah hanya saja setiap masuk harus login lagi,bantu lebih mudah saja masuk login
7b37c746-2e5e-4295-8964-b9b0c830016f,"Kebanyakan disuruh login dan sekarang kalau ada absen tidak ada notifikasi, jadi sering alpha. Tolong untuk segera diperbaiki 🙏",1,2024-06-27 13:58:45,negatif,kebanyakan disuruh login dan sekarang kalau ada absen tidak ada notifikasi jadi sering alpha tolong untuk segera diperbaiki,banyak suruh login sekarang kalau absen ada notifikasi jadi sering alpha untuk segera baik
5efae898-eb99-42fd-a266-5824cf0b6266,"kebanyakan disuruh login, semenjak ada pembaharuan jadi ngga ada notifikasi dan bikin presensi jadi alpha karena tidak ada notifikasi pemberitahuan",1,2024-06-11 12:36:01,negatif,kebanyakan disuruh login semenjak ada pembaharuan jadi ngga ada notifikasi dan bikin presensi jadi alpha karena tidak ada notifikasi pemberitahuan,banyak suruh login semenjak baharu jadi ngga notifikasi bikin presensi jadi alpha tidak notifikasi pemberitahuan
ce77761b-7dc5-4114-9c80-b75f03ab2601,"kenapa sekarang enggak ada notifikasi setiap absen? jadinya suka telat absen, berakhir alpha. tolong dong diperbaiki",3,2024-06-04 19:15:53,negatif,kenapa sekarang enggak ada notifikasi setiap absen jadinya suka telat absen berakhir alpha tolong dong diperbaiki,sekarang enggak notifikasi absen jadi suka telat absen akhir alpha dong baik
eab0e392-9ec8-4b23-bcef-0de17b565bc5,TETAP MENYALA UB-KUHH!!,5,2024-05-08 00:12:08,positif,tetap menyala ub kuhh,tetap nyala ub kuhh
95e38993-b499-4e7b-9ea9-b6ad7aeb4199,"Bug login, gatau lagi dah gapura ub, apalagi kudu survey",2,2024-04-16 07:52:34,negatif,bug login gatau lagi dah gapura ub apalagi kudu survey,bug login gatau dah gapura ub kudu survey
82b7b0fe-e803-416d-8362-e1843f793ae4,Bug login berulang,2,2024-03-20 21:06:09,negatif,bug login berulang,bug login ulang
c86a4c9e-a5d6-43e7-aa7f-1dfb512ff369,Survei kesehatan tolong ditiadakan admin,3,2024-03-13 09:51:37,netral,survei kesehatan tolong ditiadakan admin,survei sehat tiada admin
1a577ede-2867-434b-9ac0-ccc67478e633,"Tolong di perbaiki aplikasi nya min kenapa tau"" sering lock out sendiri, stiap masuk gapura bolak balik login",1,2024-03-12 20:35:01,negatif,tolong di perbaiki aplikasi nya min kenapa tau sering lock out sendiri stiap masuk gapura bolak balik login,di baik aplikasi nya min tau sering lock out sendiri stiap masuk gapura bolak balik login
7395c13f-18c5-40ee-acc9-26470fcd526b,Setelah update malah sulit masuk,1,2024-03-06 17:34:00,negatif,setelah update malah sulit masuk,update malah sulit masuk
597aa148-2030-4ba7-bd51-b117d94151ba,Sangat bagus dan lemod sekali gapuro ub buat absen,5,2024-03-06 08:04:31,positif,sangat bagus dan lemod sekali gapuro ub buat absen,sangat bagus lemod sekali gapuro ub buat absen
915320df-168a-4bc7-a43b-0dbee6f90b0e,Info-info yang membangun ke depannya lebih baik,5,2024-01-14 05:49:05,positif,info info yang membangun ke depannya lebih baik,info info bangun depan lebih baik
d87d3d5d-6626-4aad-bc13-76ce0b7f203a,"pasword tidak singkron sama dengan pasword di siam, ribet, gk efektif",1,2023-12-19 00:23:40,negatif,pasword tidak singkron sama dengan pasword di siam ribet gk efektif,pasword singkron sama pasword siam ribet gk efektif
c718ed22-5d48-4681-8924-72cea0b246f3,Sebaiknya Proses Login dilakukan 1 kali saja bukan setiap membuka aplikasi dan survey kesehatan sebaiknya dihilangkan,3,2023-11-17 12:35:29,negatif,sebaiknya proses login dilakukan kali saja bukan setiap membuka aplikasi dan survey kesehatan sebaiknya dihilangkan,baik proses login laku kali bukan buka aplikasi survey sehat baik hilang
8f037e17-9a4c-43af-b176-8fbee0f890d5,"Mohon dipertimbangkan. Tolonglah notifikasi nya lebih real time trus ada suaranya gitu, biar ketahuan. biar ga kelewat terus absensi. Terus kalau lewat absensi diberi fitur banding sayang banget kelewat absen mulu.",5,2023-11-16 16:37:04,negatif,mohon dipertimbangkan tolonglah notifikasi nya lebih real time trus ada suaranya gitu biar ketahuan biar ga kelewat terus absensi terus kalau lewat absensi diberi fitur banding sayang banget kelewat absen mulu,mohon timbang tolong notifikasi nya lebih real time trus suara gitu biar tahu biar ga lewat terus absensi terus kalau lewat absensi beri fitur banding sayang banget lewat absen mulu
403a5b6c-4dfb-4b2e-9515-a13d6a73b5e7,1. tiap masuk harus login 2. notif ga masuk 3. Survey kesehatan bikin lama 4. Bug server kadang ga bisa masuk sama sekali,1,2023-10-31 15:29:26,negatif,tiap masuk harus login notif ga masuk survey kesehatan bikin lama bug server kadang ga bisa masuk sama sekali,tiap masuk login notif ga masuk survey sehat bikin lama bug server kadang ga masuk sama sekali
cd8269fc-5a81-4b06-a6a5-07f25eaf33bb,Baik,5,2023-10-15 00:51:51,positif,baik,baik
0979e843-b324-4b60-8fe1-a203ddca5cc6,"di update malah bug, jadi alpha deh, nah trus juga masa setiap masuk gapura harus login lagi sih aneh, buang2 waktu. di bikin sekali login aja lah biar enak, sama bug nya tuh di ilangin, tolong setiap update minimal ada bug yang berkurang lah,",1,2023-10-06 09:13:24,negatif,di update malah bug jadi alpha deh nah trus juga masa setiap masuk gapura harus login lagi sih aneh buang waktu di bikin sekali login aja lah biar enak sama bug nya tuh di ilangin tolong setiap update minimal ada bug yang berkurang lah,update malah bug jadi alpha deh nah trus masa masuk gapura login sih aneh buang waktu bikin sekali login aja lah biar enak sama bug nya tuh ilangin tiap update minimal bug kurang lah
1347145d-616f-4f7f-816a-1ce10721a5b3,"Kalo update jangan hari kerja laaa, absen dosen cuman dibuka 3 menit doang login kaga bisa jadinya alpha. Belum gitu harus repot bgt harus berkali kali login dalam sehari.",1,2023-10-06 08:23:12,negatif,kalo update jangan hari kerja laaa absen dosen cuman dibuka menit doang login kaga bisa jadinya alpha belum gitu harus repot bgt harus berkali kali login dalam sehari,kalo update jangan hari kerja laaa absen dosen cuman buka menit doang login kaga jadi alpha gitu repot bgt kali kali login hari
bde86b7d-82b4-438b-af29-d41b2ac60b1c,Eror terus. Absen tidak muncul. Jadinya alpha,1,2023-09-11 09:17:19,negatif,eror terus absen tidak muncul jadinya alpha,eror terus absen muncul jadi alpha
00c49a33-85fb-4fec-8c10-754cc9f1995f,"sering terkendala saat login, padahal email sama pass udah bener tapi gatau kenapa gagal terus.",3,2023-08-25 14:27:07,negatif,sering terkendala saat login padahal email sama pass udah bener tapi gatau kenapa gagal terus,sering kendala login padahal email sama pass udah bener gatau gagal terus
1ce15726-a798-4f12-892a-40b557515956,"Repot banget,pas waktu absen error,jadi telat dan di alpha😦",1,2023-08-15 14:16:26,negatif,repot banget pas waktu absen error jadi telat dan di alpha,repot banget pas waktu absen error jadi telat di alpha
4dc74e89-7532-4a0e-a119-1422811b2b17,"Tidak bisa login , padahal dari sistem sudah support ,email sudah benar , password sudah Gonta ganti tetep tidak bisa",1,2023-08-11 11:58:04,negatif,tidak bisa login padahal dari sistem sudah support email sudah benar password sudah gonta ganti tetep tidak bisa,bisa login padahal sistem support email benar password gonta ganti tetep bisa
381baed4-0498-48e6-97c6-9b1dcd1b4b3b,"Sering Error, keluar sendiri, logout sendiri, maintenancenya juga lambat",1,2023-07-03 11:59:18,negatif,sering error keluar sendiri logout sendiri maintenancenya juga lambat,sering error keluar sendiri logout sendiri maintenancenya lambat
dc3ca290-666d-49b2-9b97-64f84924fed1,Tiap masuk disuruh login dulu,1,2023-06-24 10:40:48,negatif,tiap masuk disuruh login dulu,tiap masuk suruh login dulu
419b00f1-bffd-4082-8888-7ee0e4fa325a,"Loading terus, udah pake wifi kecepatan nasa juga tetap loading",1,2023-05-25 13:49:45,negatif,loading terus udah pake wifi kecepatan nasa juga tetap loading,loading terus udah pake wifi cepat nasa tetap loading
b85f6122-06b4-4b5d-ae08-c280b05ec0d0,"Udh update yg verse terbaru tetap ga berubah,saya seringkali kelewatan presensi karna gapura nya loading terus bolak balik login sama aja,padahal buka aplikasi lain lancar aja",1,2023-05-15 12:53:46,negatif,udh update yg verse terbaru tetap ga berubah saya seringkali kelewatan presensi karna gapura nya loading terus bolak balik login sama aja padahal buka aplikasi lain lancar aja,udh update yg verse baru tetap ga ubah seringkali lewat presensi karna gapura nya loading terus bolak balik login sama aja padahal buka aplikasi lancar aja
0835c761-f015-4d8d-a817-2bae7754d782,connection time out mulu,1,2023-05-13 12:00:44,negatif,connection time out mulu,connection time out mulu
0fd1dc4f-c8cf-45f5-9025-9a3814e23d11,Saya Sudah Pencet Hadir (luring). Besoknya saya liat malah Alpha. Padahal absennya jauh dari deadline. Sepertinya ada bug🤔,1,2023-03-27 17:02:49,negatif,saya sudah pencet hadir luring besoknya saya liat malah alpha padahal absennya jauh dari deadline sepertinya ada bug,sudah pencet hadir luring besok liat malah alpha padahal absen jauh deadline seperti bug
24ef9540-05c1-49f6-aa82-a7dda80da481,👍🏻,5,2023-01-15 17:03:08,positif,,
97a6b0e6-d1a0-46d6-bd09-1a1fb6348794,"Padahal password bener, tp ga bs login,",1,2023-01-03 09:18:13,negatif,padahal password bener tp ga bs login,padahal password bener tp ga bs login
350976b1-1c74-49fc-8515-f571f035753b,"Saya alpha 3 kali krn aplikasi ngelag, kenapa sih masih perlu absensi online? Belajar sudah luring, dan juga sudah ada absensi dikelas, menurut saya kalau sudah ada absensi dikelas, tidak perlu lagi absensi di ub",1,2022-12-17 16:51:35,negatif,saya alpha kali krn aplikasi ngelag kenapa sih masih perlu absensi online belajar sudah luring dan juga sudah ada absensi dikelas menurut saya kalau sudah ada absensi dikelas tidak perlu lagi absensi di ub,alpha kali krn aplikasi ngelag sih perlu absensi online ajar luring juga ada absensi kelas saya kalau ada absensi kelas perlu absensi ub
bd952a9f-78f6-4b42-829b-0bd15894ed3a,Aplikasi banyak bug,1,2022-12-11 19:53:23,negatif,aplikasi banyak bug,aplikasi banyak bug
a1facbc4-0717-4e97-b1d1-2dfd54a07759,"Proses login sangat susah, sedangkan terdapat beberapa matakuliah yang diharuskan untuk absesnsi di aplikasi gapura, akhirnya absensi terisi alpha padahal saya mengikuti kelas dari awal sampai akhir, sangat menyusahkan.",1,2022-12-08 15:44:55,negatif,proses login sangat susah sedangkan terdapat beberapa matakuliah yang diharuskan untuk absesnsi di aplikasi gapura akhirnya absensi terisi alpha padahal saya mengikuti kelas dari awal sampai akhir sangat menyusahkan,proses login sangat susah dapat beberapa matakuliah harus absesnsi aplikasi gapura akhir absensi isi alpha padahal ikut kelas awal akhir sangat susah
8e133fe7-7b56-4968-b949-4cc1ac3731b4,"Bikin kesell, masa masuk nggak bisa2 padahal lewat google siam sama gapura bisaa, berarti passwordnya kan benerr error nihh emangg, percuma download",1,2022-11-02 15:52:17,negatif,bikin kesell masa masuk nggak bisa padahal lewat google siam sama gapura bisaa berarti passwordnya kan benerr error nihh emangg percuma download,bikin kesell masa masuk bisa padahal lewat google siam sama gapura bisaa arti passwordnya kan benerr error nihh emangg percuma download
a0a0522e-d49d-4ab1-add7-772ddeeecafc,"Sudah ganti pasword di siam, tapi di gapura kalau login harus tetap pakek pasword lama",2,2022-10-03 12:40:38,negatif,sudah ganti pasword di siam tapi di gapura kalau login harus tetap pakek pasword lama,ganti pasword siam di gapura kalau login tetap pakek pasword lama
1d3791a6-3ff6-4be1-a35c-10152a19ab2e,Yooo,5,2022-09-29 04:24:03,netral,yooo,yooo
f6d00a10-5a2f-4204-a453-f24ab8a908e4,Gaada notif kalau absen :),2,2022-09-12 17:53:39,negatif,gaada notif kalau absen,gaada notif kalau absen
2a0e0d88-4200-45ed-9833-a5ab068e9b08,"Masi terdapat bug saat kita login di iam.ub.ac.id, aplikasi tidak mau masuk dan malah kembali ke Awal aplikasi",2,2022-09-07 19:12:44,negatif,masi terdapat bug saat kita login di iam ub ac id aplikasi tidak mau masuk dan malah kembali ke awal aplikasi,mas dapat bug kita login iam ub ac id aplikasi mau masuk malah ke awal aplikasi
e80c5946-68e9-45ce-bf25-ad481270424a,Semenjak ada survey kesehatan di tab presensi online jadi lama loadingnya,5,2022-08-23 13:33:01,negatif,semenjak ada survey kesehatan di tab presensi online jadi lama loadingnya,semenjak survey sehat tab presensi online jadi lama loadingnya
ce77e12d-9c1a-4733-9857-6f6844bccd12,Aplikasi sering crash dan logout sendiri,3,2022-08-22 13:06:13,negatif,aplikasi sering crash dan logout sendiri,aplikasi sering crash logout sendiri
7a5b5209-0e97-48ab-bbec-80dcec209999,utama,5,2022-08-10 08:17:03,netral,utama,utama
a271da7f-336e-4d98-b1a8-72b21b427a79,Susah check-in.,1,2022-08-04 08:17:34,negatif,susah check in,susah check in
55a3a82c-a42d-4a5a-b4d4-5ae8d0fdca6e,tolonglah fitur stay logged ini diadain biar mempermudah buat masuk,2,2022-07-20 16:39:50,netral,tolonglah fitur stay logged ini diadain biar mempermudah buat masuk,tolong fitur stay logged diadain biar mudah buat masuk
c305abb1-e683-46c0-ad3d-6eca68879776,Bagus,5,2022-06-22 13:39:59,positif,bagus,bagus
90c42328-bccc-47da-a3c6-6d8854354ab7,Top,5,2022-06-22 00:34:20,positif,top,top
b3ad7362-5773-44e6-bacc-4c88258de98e,"ribet, hrus login terus setiap kali mau masuk. bisa lebih dibuat praktis?",2,2022-06-19 17:27:31,negatif,ribet hrus login terus setiap kali mau masuk bisa lebih dibuat praktis,ribet hrus login terus kali mau masuk lebih buat praktis
dd897351-3dde-479d-aaf8-800e411784dd,Very handy,5,2022-06-07 19:35:43,positif,very handy,very handy
d4716879-168a-4aeb-b63a-fb7fe6cdf8a2,"tolong di perbaiki ya, jangan buriq",1,2022-05-25 08:01:41,negatif,tolong di perbaiki ya jangan buriq,di baik jangan buriq
319f8af1-82f9-4a94-afd7-d87cd58a5c44,"Tolong agar tidak logout otomatis, dan bisa membuka link dari pengumuman kelas, buat apa ada pengumuman kelas kalau link meeting gak bisa dipencet",1,2022-05-19 09:30:50,negatif,tolong agar tidak logout otomatis dan bisa membuka link dari pengumuman kelas buat apa ada pengumuman kelas kalau link meeting gak bisa dipencet,agar logout otomatis buka link umum kelas buat apa umum kelas kalau link meeting gak bisa pencet
1f11eedb-b5d7-4de2-b5ea-d52f043bc18d,"Sering logout sendiri, saya coba pakai device lain malah tidak bisa login, padahal sudah saya cek berkali kali tidak ada kesalahan penulisan, tidak ada notifikasi masuk, survey kesehatan loading lama banget padahal sudah stabil jaringannya untuk menjalankan berbagai aplikasi lainnya, saya sampai alpha 5 kali karena tidak ada notifikasi masuk, tau tau sudah terlembat, mohon untuk diperbaiki lagi",1,2022-05-17 11:37:37,negatif,sering logout sendiri saya coba pakai device lain malah tidak bisa login padahal sudah saya cek berkali kali tidak ada kesalahan penulisan tidak ada notifikasi masuk survey kesehatan loading lama banget padahal sudah stabil jaringannya untuk menjalankan berbagai aplikasi lainnya saya sampai alpha kali karena tidak ada notifikasi masuk tau tau sudah terlembat mohon untuk diperbaiki lagi,sering logout sendiri coba pakai device malah bisa login padahal cek kali kali salah tulis ada notifikasi masuk survey sehat loading lama banget padahal stabil jaring jalan bagai aplikasi lain saya sampai alpha kali tidak ada notifikasi masuk tau tau terlembat mohon baik
3314e257-790a-4f94-9484-4c134a0515c5,Untuk aplikasibga mungkin bisa dibenarkan karena beberapa kali sering logut sendiri. Semangat developernya 👍,2,2022-03-31 19:43:46,negatif,untuk aplikasibga mungkin bisa dibenarkan karena beberapa kali sering logut sendiri semangat developernya,aplikasibga mungkin benar beberapa kali sering logut sendiri semangat developer
d5d35269-26d9-424f-89e4-9c2529d7eb6a,alpha 5 kali gara gara error dan gaada notif,1,2022-03-31 09:47:04,negatif,alpha kali gara gara error dan gaada notif,alpha kali gara gara error gaada notif
d9302e6b-546f-4e7f-98ba-bc897af9e413,mantap,2,2022-03-27 14:13:05,positif,mantap,mantap
b3e6a40d-88a0-49dc-ae79-69f8ac59c6f2,Bagus juga,4,2022-03-22 14:46:37,positif,bagus juga,bagus
528b6d93-beb8-4c34-a717-9b5170c08a7a,"kacau survey kesehatan, masa covid tiap jam 😔😔",1,2022-03-19 23:24:13,negatif,kacau survey kesehatan masa covid tiap jam,kacau survey sehat masa covid tiap jam
c2cc1a45-de6c-43e0-a14c-5f4818a038a9,"Tolong lah developer, jangan log out sendiri, saya alpha sampai 4 kali lohhh, notifikasi keluar kalau absennya sudah kelewat, pas mulai motifnya gak semua matkul ada",2,2022-03-17 15:14:26,negatif,tolong lah developer jangan log out sendiri saya alpha sampai kali lohhh notifikasi keluar kalau absennya sudah kelewat pas mulai motifnya gak semua matkul ada,lah developer jangan log out sendiri alpha kali lohhh notifikasi keluar kalau absen lewat pas mulai motif gak semua matkul
10322cdf-72e8-41ec-88e7-7d518cf876dd,"Setelah update, jadi tidak muncul notifikasi presensinya",3,2022-03-16 11:21:20,negatif,setelah update jadi tidak muncul notifikasi presensinya,update jadi muncul notifikasi presensi
a4deb401-d000-44df-88e3-5526475a25c0,Bagus,5,2022-03-14 08:37:29,positif,bagus,bagus
c1307b6b-b4d4-4f64-9544-a05b571b48fe,Topbgt,5,2022-03-09 20:12:05,positif,topbgt,topbgt
